# rawpaco: FPC RTL/FCL symbol table
# DO NOT EDIT BY HAND. Regenerate with: bash tools/gen_fpc_symbols.sh
# fpc-version: 3.2.2
# generated-from-target: x86_64-linux
# ppu-root: /usr/lib/x86_64-linux-gnu/fpc/3.2.2/units/x86_64-linux
# source-root: /usr/share/fpcsrc/3.2.2
#
# Format (tab separated):
#   U <unit> <strict|loose>   ... start of a unit block
#   G <name> <D|.> <message>  ... unit-level public symbol (D = deprecated)
#   M <name>                  ... other known name (class member, platform-only, ...)
U	system	loose
M	virtual
M	waitfor
U	avl_tree	strict
G	NodeMemManager	.	
G	PAVLTreeNode	.	
G	TAVLTree	.	
G	TAVLTreeClass	.	
G	TAVLTreeNode	.	
G	TAVLTreeNodeClass	.	
G	TAVLTreeNodeEnumerator	.	
G	TAVLTreeNodeMemManager	.	
G	TBaseAVLTreeNodeManager	.	
G	TObjectSortCompare	.	
M	abstract
M	add
M	addascendingsequence
M	alowtohigh
M	anode
M	assign
M	asuccessor
M	atree
M	autofree
M	avalue
M	avl_tree
M	balance
M	balanceafterdelete
M	balanceafterinsert
M	boolean
M	checkdatapointer
M	class
M	classes
M	clear
M	compare
M	consistencycheck
M	const
M	constructor
M	count
M	create
M	createobjectcompare
M	current
M	data
M	data1
M	data2
M	delete
M	deletingnode
M	destroy
M	destructor
M	disposefirstfreenode
M	disposenode
M	end
M	equals
M	exceptaddr
M	exceptobject
M	false
M	fcount
M	fcurrent
M	ffirstfree
M	ffreecount
M	find
M	findhighest
M	findinsertpos
M	findkey
M	findleftmost
M	findleftmostkey
M	findleftmostsamekey
M	findlowest
M	findnearest
M	findnearestkey
M	findpointer
M	findprecessor
M	findrightmost
M	findrightmostkey
M	findrightmostsamekey
M	findsuccessor
M	flowtohigh
M	fmaxfreeratio
M	fminfree
M	fnodeclass
M	fnodemgr
M	fnodemgrautofree
M	foncompare
M	fonobjectcompare
M	freeandclear
M	freeanddelete
M	froot
M	fthreadid
M	ftree
M	function
M	getcount
M	getenumerator
M	getenumeratorhightolow
M	init
M	inline
M	integer
M	interface
M	isequal
M	key
M	lastadded
M	left
M	lowtohigh
M	maximumfreenoderatio
M	memcheck
M	message
M	minimumfreenode
M	movedataleftmost
M	movedatarightmost
M	movenext
M	newcompare
M	newmgr
M	newnode
M	newobjectcompare
M	newvalue
M	nodeadded
M	nodeclass
M	nodetoreportstr
M	obj
M	object
M	of
M	oncompare
M	oncomparekeywithdata
M	oncomparemethod
M	onobjectcompare
M	override
M	parent
M	pointer
M	precessor
M	private
M	procedure
M	property
M	protected
M	public
M	read
M	remove
M	removepointer
M	reportasstring
M	result
M	right
M	root
M	rotateleft
M	rotateright
M	s
M	setcompares
M	setmaxfreeratio
M	setminfree
M	setnodeclass
M	setnodemanager
M	setoncompare
M	setonobjectcompare
M	sizeint
M	string
M	successor
M	switchpositionwithsuccessor
M	sysutils
M	tlistsortcompare
M	tobject
M	tree
M	treedepth
M	true
M	tstream
M	tthreadid
M	type
M	unit
M	uses
M	var
M	virtual
M	write
M	writereporttostream
U	base64	strict
G	DecodeStringBase64	.	
G	EBase64DecodingException	.	
G	EncodeStringBase64	.	
G	TBase64DecodingMode	.	
G	TBase64DecodingStream	.	
G	TBase64EncodingStream	.	
G	bdmMIME	.	
G	bdmStrict	.	
M	amode
M	array
M	asource
M	avalue
M	base64
M	boolean
M	buf
M	buffer
M	bufpos
M	bufsize
M	byte
M	byteswritten
M	class
M	classes
M	const
M	constructor
M	count
M	create
M	curpos
M	decodedsize
M	destroy
M	destructor
M	end
M	eof
M	exceptaddr
M	exception
M	exceptobject
M	false
M	feof
M	flush
M	fmode
M	function
M	getposition
M	getsize
M	int64
M	integer
M	interface
M	longint
M	longword
M	message
M	mode
M	newsize
M	obj
M	of
M	offset
M	origin
M	override
M	pos
M	private
M	procedure
M	property
M	protected
M	public
M	read
M	readbase64bytecount
M	reset
M	s
M	seek
M	setmode
M	strict
M	string
M	sysutils
M	totalbytesprocessed
M	townerstream
M	tstream
M	type
M	unit
M	uses
M	var
M	word
M	write
U	bufstream	strict
G	DefaultBufferCapacity	.	
G	TBufStream	.	
G	TBufferedFileStream	.	
G	TReadBufStream	.	
G	TWriteBufStream	.	
M	abuffer
M	acacheblockcount
M	acacheblocksize
M	acapacity
M	acount
M	afilename
M	afreebuffer
M	aindex
M	apage
M	array
M	asource
M	avalue
M	boolean
M	buffer
M	buffererror
M	bufferpos
M	buffersize
M	bufstream
M	capacity
M	cardinal
M	class
M	classes
M	clearcache
M	const
M	constructor
M	count
M	create
M	destroy
M	destructor
M	docacheread
M	docachewrite
M	emergencywritedirtypages
M	end
M	exceptaddr
M	exceptobject
M	false
M	fbuffer
M	fbufpos
M	fbufsize
M	fcachelastusedpage
M	fcachepages
M	fcachestreamposition
M	fcachestreamsize
M	fcapacity
M	femergencyflag
M	fillbuffer
M	flush
M	flushbuffer
M	fopcounter
M	freeolderinusepage
M	freepage
M	fstreamcachepagemaxcount
M	fstreamcachepagesize
M	ftotalpos
M	function
M	getopcounter
M	getposition
M	getsize
M	initializecache
M	inline
M	int64
M	integer
M	interface
M	isdirty
M	lasttick
M	longint
M	lookforpositioninpages
M	message
M	mode
M	msg
M	nativeuint
M	newsize
M	obj
M	of
M	offset
M	origin
M	overload
M	override
M	pagebegin
M	pagerealsize
M	pointer
M	pos
M	private
M	procedure
M	property
M	protected
M	pstreamcacheentry
M	public
M	read
M	readpagebeforewrite
M	readpageforposition
M	record
M	result
M	rights
M	s
M	seek
M	setcapacity
M	setposition
M	setsize
M	setsize64
M	string
M	sysutils
M	tfilestream
M	townerstream
M	tseekorigin
M	tstream
M	tstreamcacheentry
M	tstreamcachepage_maxcount_default
M	tstreamcachepage_size_default
M	type
M	unit
M	uses
M	var
M	virtual
M	word
M	write
M	writedirtypage
M	writedirtypages
U	custapp	strict
G	CustomApplication	.	
G	TCustomApplication	.	
G	TEventLogTypes	.	
G	TExceptionEvent	.	
G	TStringArray	.	
M	acomponent
M	action
M	add
M	addtoresult
M	aexitcode
M	aindex
M	allerrors
M	and
M	aowner
M	args
M	array
M	asingleinstanceclass
M	assert
M	assigned
M	avalue
M	b
M	begin
M	boolean
M	c
M	case
M	casesensitiveoptions
M	cfbundlecopyexecutableurl
M	cfbundlegetmainbundle
M	cfbundleref
M	cfrelease
M	cfstringgetcstring
M	cfstringgetlength
M	cfstringref
M	cfurlcopyfilesystempath
M	cfurlref
M	char
M	checkoptions
M	child
M	class
M	classes
M	classid
M	clientpostparams
M	cnt
M	consoleapplication
M	const
M	constructor
M	copy
M	count
M	create
M	curname
M	custapp
M	dec
M	defaultsingleinstanceclass
M	delete
M	dest
M	destroy
M	destructor
M	do
M	dolog
M	dorun
M	e
M	elisterror
M	else
M	end
M	environmentvariable
M	envname
M	error
M	esingleinstance
M	eterror
M	eventlogfilter
M	eventtype
M	except
M	exceptaddr
M	exception
M	exceptionexitcode
M	exceptobject
M	executablefspath
M	executableurl
M	exename
M	exit
M	exitcode
M	extractfilepath
M	false
M	fcasesensitiveoptions
M	feventlogfilter
M	fexceptionexitcode
M	fhelpfile
M	filer
M	finally
M	findlongopt
M	findoptionindex
M	fmt
M	fonexception
M	foptionchar
M	for
M	format
M	free
M	fsingleinstance
M	fsingleinstanceclass
M	fsingleinstanceenabled
M	fstoponexception
M	fterminated
M	ftitle
M	function
M	getconsoleapplication
M	getenvironmentlist
M	getenvironmentstring
M	getenvironmentvar
M	getenvironmentvariable
M	getenvironmentvariablecount
M	getexename
M	getlocation
M	getnonoptions
M	getoptionatindex
M	getoptionvalue
M	getoptionvalues
M	getparamcount
M	getparams
M	getsingleinstance
M	gettitle
M	handleexception
M	hasoption
M	havearg
M	helpfile
M	high
M	i
M	if
M	iid
M	implementation
M	in
M	inc
M	index
M	inherited
M	initialize
M	integer
M	interface
M	is
M	isconsole
M	isdelimiter
M	islong
M	isserver
M	j
M	kcfstringencodingutf8
M	kcfurlposixpathstyle
M	l
M	len
M	length
M	list
M	location
M	log
M	longint
M	longopt
M	longopts
M	lowercase
M	macosall
M	mainbundle
M	message
M	msg
M	namesonly
M	newname
M	nil
M	no
M	nonoptions
M	nonopts
M	not
M	o
M	obj
M	object
M	of
M	on
M	onexception
M	operation
M	optionchar
M	opts
M	or
M	order
M	ov
M	override
M	p
M	paramcount
M	params
M	paramstr
M	pos
M	private
M	proc
M	procedure
M	progid
M	property
M	protected
M	ptrint
M	public
M	raise
M	read
M	reader
M	register
M	repeat
M	resourcestring
M	result
M	root
M	run
M	s
M	self
M	sender
M	sepchars
M	serrinvalidoption
M	serrnooptionallowed
M	serroptionneeded
M	servercheckmessages
M	set
M	setlength
M	setsingleinstanceclass
M	settitle
M	shortoptions
M	showexception
M	siclient
M	singleinstance
M	singleinstanceclass
M	singleinstanceenabled
M	sinotresponding
M	slinebreak
M	so
M	source
M	start
M	startat
M	stoponexception
M	string
M	sysgetenvironmentlist
M	system
M	sysutils
M	tbasesingleinstance
M	tbasesingleinstanceclass
M	tcomponent
M	terminate
M	terminated
M	teventtype
M	then
M	title
M	to
M	tobject
M	true
M	try
M	tstringlist
M	tstrings
M	type
M	unit
M	until
M	uppercase
M	usedarg
M	uses
M	utf16len
M	value
M	var
M	varname
M	virtual
M	while
M	write
M	writer
U	eventlog	strict
G	ELogError	.	
G	SErrLogFailedMsg	.	
G	SErrLogOpenStdErr	.	
G	SErrLogOpenStdOut	.	
G	SLogCustom	.	
G	SLogDebug	.	
G	SLogError	.	
G	SLogInfo	.	
G	SLogWarning	.	
G	TEventLog	.	
G	TLogCategoryEvent	.	
G	TLogCodeEvent	.	
G	TLogMessageEvent	.	
G	TLogType	.	
G	ltFile	.	
G	ltStdErr	.	
G	ltStdOut	.	
G	ltSystem	.	
M	acomponent
M	action
M	activatefilelog
M	activateiolog
M	activatelog
M	activatesystemlog
M	active
M	afilename
M	aowner
M	appendcontent
M	args
M	array
M	boolean
M	checkidentification
M	checkinactive
M	child
M	class
M	classes
M	classid
M	code
M	const
M	curname
M	customlogtype
M	deactivatefilelog
M	deactivatelog
M	deactivatesystemlog
M	debug
M	defaulteventtype
M	defaultfilename
M	dest
M	destroy
M	destructor
M	dogetcustomevent
M	dogetcustomeventcategory
M	dogetcustomeventid
M	dologmessage
M	dword
M	e
M	end
M	ensureactive
M	error
M	eventidoffset
M	eventlog
M	eventtype
M	eventtypetostring
M	exceptaddr
M	exception
M	exceptobject
M	factive
M	fappendcontent
M	fcustomlogtype
M	fdefaulteventtype
M	feventidoffset
M	ffilename
M	fidentification
M	filename
M	filer
M	floghandle
M	flogtype
M	fmt
M	fongetcustomcategory
M	fongetcustomevent
M	fongetcustomeventid
M	fonlogmessage
M	formatlogmessage
M	fpaused
M	fraiseexceptiononerror
M	fstream
M	ftimestampformat
M	function
M	identification
M	iid
M	info
M	interface
M	log
M	logtype
M	maptypetocategory
M	maptypetoevent
M	maptypetoeventid
M	message
M	msg
M	newname
M	obj
M	object
M	of
M	ongetcustomcategory
M	ongetcustomevent
M	ongetcustomeventid
M	onlogmessage
M	operation
M	order
M	outfile
M	overload
M	override
M	pause
M	paused
M	pointer
M	private
M	proc
M	procedure
M	progid
M	property
M	protected
M	public
M	published
M	raiseexceptiononerror
M	read
M	reader
M	register
M	registermessagefile
M	resourcestring
M	resume
M	root
M	sender
M	setactive
M	setfilename
M	setidentification
M	setlogtype
M	source
M	string
M	sysutils
M	tcomponent
M	teventtype
M	textfile
M	tfilestream
M	timestampformat
M	tobject
M	type
M	unit
M	unregistermessagefile
M	uses
M	value
M	var
M	virtual
M	warning
M	word
M	write
M	writefilelog
M	writeiolog
M	writer
M	writesystemlog
U	iostream	strict
G	EIOStreamError	.	
G	TIOSType	.	
G	TIOStream	.	
G	iosError	.	
G	iosInput	.	
G	iosOutPut	.	
M	aiostype
M	buffer
M	class
M	classes
M	const
M	constructor
M	count
M	create
M	end
M	estreamerror
M	exceptaddr
M	exceptobject
M	fpos
M	ftype
M	function
M	getposition
M	int64
M	interface
M	invalidseek
M	iostream
M	longint
M	message
M	newsize
M	obj
M	offset
M	origin
M	override
M	pos
M	private
M	procedure
M	protected
M	public
M	read
M	s
M	seek
M	setsize
M	thandlestream
M	tseekorigin
M	type
M	unit
M	uses
M	var
M	write
M	ziostype
U	streamex	strict
G	BUFFER_SIZE	.	
G	FILE_RIGHTS	.	
G	MIN_BUFFER_SIZE	.	
G	TBidirBinaryObjectReader	.	
G	TBidirBinaryObjectWriter	.	
G	TDelphiReader	.	
G	TDelphiWriter	.	
G	TFileReader	.	
G	TStreamHelper	.	
G	TStreamReader	.	
G	TStringReader	.	
G	TTextReader	.	
G	TWindowedStream	.	
M	abstract
M	abuffer
M	abuffersize
M	achildpos
M	acount
M	afilename
M	amethodname
M	amode
M	and
M	aoffset
M	aorigin
M	aownsstream
M	apositionhere
M	areaddata
M	arights
M	aroot
M	array
M	as
M	asize
M	assigned
M	astream
M	astring
M	avalue
M	awritedata
M	b
M	basestream
M	begin
M	beton
M	boolean
M	buf
M	buffer
M	bufsize
M	byte
M	cardinal
M	childpos
M	class
M	classes
M	close
M	compclassname
M	compname
M	component
M	const
M	constructor
M	count
M	create
M	createdriver
M	createfmt
M	d
M	destdata
M	destroy
M	destructor
M	do
M	double
M	dq
M	driver
M	dw
M	dword
M	eargumentexception
M	else
M	end
M	enumtype
M	eof
M	ereaderror
M	ewriteerror
M	exceptaddr
M	exceptobject
M	exit
M	false
M	fbufend
M	fbuffer
M	fbufferposition
M	fbufferread
M	fbufpos
M	fclosed
M	ffrontier
M	fillbuffer
M	flags
M	flushbuffer
M	fmopenread
M	fmsharedenywrite
M	for
M	fownsstream
M	fpositionhere
M	freader
M	free
M	freeandnil
M	fstart
M	fstartingpositionhere
M	fstream
M	function
M	getdriver
M	getposition
M	getsize
M	hasdata
M	helper
M	ident
M	if
M	implementation
M	in
M	inc
M	inherited
M	int64
M	integer
M	interface
M	iseof
M	length
M	leton
M	longint
M	message
M	move
M	name
M	newsize
M	not
M	ntobe
M	ntole
M	obj
M	of
M	offset
M	or
M	origin
M	out
M	overload
M	override
M	ownsstream
M	pbyte
M	pos
M	position
M	pred
M	private
M	procedure
M	property
M	propname
M	protected
M	public
M	qword
M	raise
M	read
M	readbyte
M	readdata
M	readdouble
M	readdword
M	readdwordbe
M	readdwordle
M	readline
M	readqword
M	readqwordbe
M	readqwordle
M	readsingle
M	readstr
M	readword
M	readwordbe
M	readwordle
M	repeat
M	reset
M	resourcestring
M	result
M	rtlconsts
M	s
M	seek
M	self
M	serrcannotchangewindowsize
M	serrcannotwriteoutsidewindow
M	serrinvalidseekorigin
M	serrinvalidseekwindow
M	setlength
M	setposition
M	setsize
M	settype
M	single
M	sizeof
M	skipcomponentinfos
M	sobeginning
M	socurrent
M	soend
M	source
M	sparamisnil
M	stream
M	streamex
M	string
M	stringtype
M	succ
M	sysutils
M	tabstractobjectreader
M	tabstractobjectwriter
M	tbinaryobjectreader
M	tbinaryobjectwriter
M	tfilename
M	tfilestream
M	then
M	tobject
M	townerstream
M	treader
M	true
M	tseekorigin
M	tstream
M	tstringstream
M	tvaluetype
M	twriter
M	type
M	unit
M	until
M	uses
M	value
M	valuetype
M	var
M	varvalue
M	virtual
M	vlength
M	vnewpositionhere
M	vnewsourceposition
M	vpbyte
M	vposition
M	vsourceposition
M	vstrlength
M	w
M	while
M	word
M	write
M	writebyte
M	writedata
M	writedouble
M	writedword
M	writedwordbe
M	writedwordle
M	writeqword
M	writeqwordbe
M	writeqwordle
M	writesingle
M	writestr
M	writevalue
M	writeword
M	writewordbe
M	writewordle
U	streamio	strict
G	AssignStream	.	
G	GetStream	.	
M	classes
M	f
M	function
M	interface
M	procedure
M	stream
M	streamio
M	sysutils
M	textfile
M	tstream
M	ttextrec
M	unit
M	uses
M	var
U	uriparser	strict
G	EncodeURI	.	
G	FilenameToURI	.	
G	IsAbsoluteURI	.	
G	ParseURI	.	
G	ResolveRelativeURI	.	
G	TURI	.	
G	URIToFilename	.	
M	ansistring
M	baseuri
M	bookmark
M	boolean
M	const
M	decode
M	defaultport
M	defaultprotocol
M	document
M	encode
M	end
M	filename
M	function
M	hasauthority
M	host
M	interface
M	out
M	overload
M	params
M	password
M	path
M	port
M	protocol
M	record
M	reluri
M	resulturi
M	string
M	true
M	type
M	unicodestring
M	unit
M	uri
M	uriparser
M	urireference
M	username
M	widestring
M	word
U	maskutils	strict
G	Char_All	.	
G	Char_AllDownCase	.	
G	Char_AllFixed	.	
G	Char_AllFixedDownCase	.	
G	Char_AllFixedUpCase	.	
G	Char_AllUpCase	.	
G	Char_AlphaNum	.	
G	Char_AlphaNumDownCase	.	
G	Char_AlphaNumFixed	.	
G	Char_AlphaNumFixedDownCase	.	
G	Char_AlphaNumFixedUpCase	.	
G	Char_AlphaNumUpCase	.	
G	Char_DateSeparator	.	
G	Char_HourSeparator	.	
G	Char_Letter	.	
G	Char_LetterDownCase	.	
G	Char_LetterFixed	.	
G	Char_LetterFixedDownCase	.	
G	Char_LetterFixedUpCase	.	
G	Char_LetterUpCase	.	
G	Char_Number	.	
G	Char_NumberFixed	.	
G	Char_NumberPlusMin	.	
G	Char_Start	.	
G	Char_Stop	.	
G	FormatMaskInput	.	
G	FormatMaskText	.	
G	MaskDoFormatText	.	
G	TEditMask	.	
G	TMaskUtils	.	
G	TMaskeditTrimType	.	
G	metTrimLeft	.	
G	metTrimRight	.	
G	tMaskedType	.	
M	addtomask
M	applymasktotext
M	aspacechar
M	avalue
M	boolean
M	ch
M	char
M	charmatchesmask
M	chartomask
M	class
M	clearchar
M	const
M	editmask
M	end
M	exceptaddr
M	exceptobject
M	fmask
M	fmasklength
M	fmasksave
M	frealmask
M	fspacechar
M	ftrimtype
M	function
M	fvalue
M	getinputmask
M	gettextwithoutmask
M	gettextwithoutspacechar
M	inputmask
M	integer
M	interface
M	isliteral
M	ismaskchar
M	mask
M	masktochar
M	maskutils
M	message
M	obj
M	out
M	position
M	private
M	procedure
M	property
M	protected
M	public
M	read
M	setmask
M	setvalue
M	string
M	sysutils
M	textisvalid
M	tobject
M	tryvalidateinput
M	type
M	unit
M	uses
M	validatedstring
M	validateinput
M	value
M	write
U	pooledmm	strict
G	PPooledMemManagerItem	.	
G	TEnumItemsMethod	.	
G	TNonFreePooledMemManager	.	
G	TPooledMemManager	.	
G	TPooledMemManagerItem	.	
M	allocatedcount
M	anitem
M	boolean
M	class
M	classes
M	clear
M	clearoncreate
M	const
M	constructor
M	count
M	create
M	destroy
M	destructor
M	disposeitem
M	end
M	enumerateitems
M	exceptaddr
M	exceptobject
M	fallocatedcount
M	fcount
M	fcuritem
M	fcursize
M	fenditem
M	ffirstfree
M	ffirstsize
M	ffreecount
M	ffreedcount
M	fitems
M	fitemsize
M	fmaxfreeratio
M	fminfree
M	freecount
M	freedcount
M	freefirstitem
M	function
M	int64
M	integer
M	interface
M	item
M	itemsize
M	maximumfreecountratio
M	message
M	method
M	minimumfreecount
M	newitem
M	newvalue
M	next
M	obj
M	object
M	of
M	override
M	pointer
M	pooledmm
M	private
M	procedure
M	property
M	protected
M	public
M	read
M	record
M	setmaxfreeratio
M	setminfree
M	tfplist
M	theitemsize
M	type
M	unit
M	uses
M	virtual
M	write
U	rttiutils	strict
G	CreateStoredItem	.	
G	FindGlobalComponentCallBack	.	
G	ParseStoredItem	.	
G	TEraseSectEvent	.	
G	TFindComponentEvent	.	
G	TPropInfoList	.	
G	TPropStorageOption	.	
G	TPropStorageOptions	.	
G	TPropsStorage	.	
G	TReadStrEvent	.	
G	TWriteStrEvent	.	
G	UpdateStoredList	.	
G	psoAlwaysStoreStringsCount	.	
G	sPropNameDelimiter	.	
M	acomponent
M	aname
M	aobject
M	apropname
M	asection
M	astoredlist
M	boolean
M	class
M	classes
M	compname
M	const
M	constructor
M	contains
M	count
M	create
M	createinfolist
M	createstorage
M	default
M	delete
M	destroy
M	destructor
M	end
M	erasesection
M	exceptaddr
M	exceptobject
M	fcount
M	filter
M	find
M	flist
M	fobject
M	fonerasesection
M	fonreadstring
M	fonwritestring
M	foptions
M	fowner
M	fprefix
M	freeinfolists
M	fromform
M	fsection
M	fsize
M	function
M	get
M	getitemname
M	index
M	info
M	integer
M	interface
M	intersect
M	item
M	items
M	list
M	loadanyproperty
M	loadcharproperty
M	loadclassproperty
M	loadcomponentproperty
M	loadenumproperty
M	loadfloatproperty
M	loadint64property
M	loadintegerproperty
M	loadlstringproperty
M	loadobjectsprops
M	loadproperties
M	loadsetproperty
M	loadstringproperty
M	loadstringsproperty
M	loadvariantproperty
M	loadwcharproperty
M	message
M	name
M	obj
M	object
M	of
M	onerasesection
M	onreadstring
M	onwritestring
M	options
M	override
M	p
M	ppropinfo
M	pproplist
M	prefix
M	private
M	procedure
M	property
M	propinfo
M	proplist
M	propname
M	protected
M	public
M	read
M	readstring
M	rttiutils
M	s
M	section
M	set
M	sorted
M	storeanyproperty
M	storecharproperty
M	storeclassproperty
M	storecomponentproperty
M	storedlist
M	storeenumproperty
M	storefloatproperty
M	storeint64property
M	storeintegerproperty
M	storelstringproperty
M	storeobjectsprops
M	storeproperties
M	storesetproperty
M	storestringproperty
M	storestringsproperty
M	storevariantproperty
M	storewcharproperty
M	string
M	strutils
M	sysutils
M	tcomponent
M	tobject
M	true
M	tstrings
M	ttypekinds
M	type
M	typinfo
M	unit
M	uses
M	value
M	var
M	virtual
M	write
M	writestring
U	gettext	strict
G	EMOFileError	.	
G	GetLanguageIDs	.	
G	MOFileHeaderMagic	.	
G	PLongWordArray	.	
G	PMOStringTable	.	
G	PPCharArray	.	
G	TLongWordArray	.	
G	TMOFile	.	
G	TMOFileHeader	.	
G	TMOStringInfo	.	
G	TMOStringTable	.	
G	TPCharArray	.	
G	TranslateResourceStrings	.	
G	TranslateUnitResourceStrings	.	
M	afile
M	afilename
M	ahash
M	alen
M	aorig
M	array
M	astream
M	aunitname
M	class
M	classes
M	const
M	constructor
M	create
M	de
M	destroy
M	destructor
M	div
M	end
M	exceptaddr
M	exception
M	exceptobject
M	fallbacklang
M	function
M	gettext
M	hashtable
M	hashtablesize
M	hashtaboffset
M	hashtabsize
M	integer
M	interface
M	lang
M	length
M	longword
M	magic
M	message
M	nstrings
M	obj
M	of
M	offset
M	origstrings
M	origtable
M	origtaboffset
M	override
M	packed
M	pchar
M	procedure
M	protected
M	public
M	record
M	revision
M	shl
M	sizeof
M	string
M	stringcount
M	sysutils
M	translate
M	translstrings
M	transltable
M	transtaboffset
M	tstream
M	type
M	unit
M	uses
M	var
U	ascii85	strict
G	TASCII85DecoderStream	.	
G	TASCII85EncoderStream	.	
G	TASCII85RingBuffer	.	
G	TASCII85State	.	
G	ascFourEncodedChars	.	
G	ascInitial	.	
G	ascNoEncodedChar	.	
G	ascOneEncodedChar	.	
G	ascPrefix	.	
G	ascThreeEncodedChars	.	
G	ascTwoEncodedChars	.	
M	aboundary
M	abuffer
M	acount
M	adecodedcount
M	adest
M	ainput
M	aoffset
M	aorigin
M	array
M	ascii85
M	asize
M	astream
M	avalue
M	awidth
M	bexpectboundary
M	boolean
M	boundary
M	buffer
M	bufferbyte
M	buffertuple
M	byte
M	cardinal
M	class
M	classes
M	close
M	closedp
M	const
M	constructor
M	count
M	create
M	decode
M	destroy
M	destructor
M	div
M	encode
M	end
M	exceptaddr
M	exceptobject
M	false
M	fbeof
M	fbexpectboundary
M	fboundary
M	fbsourceeof
M	fbuffer
M	fbufferfillcount
M	fbufferreadposition
M	fbufferwriteposition
M	fcount
M	fencodedbuffer
M	fillcount
M	flush
M	fpos
M	fposition
M	fstate
M	ftuple
M	function
M	fwidth
M	getbuffersize
M	getposition
M	inline
M	int64
M	integer
M	interface
M	longint
M	message
M	newsize
M	obj
M	of
M	offset
M	origin
M	overload
M	override
M	pos
M	private
M	procedure
M	property
M	protected
M	public
M	published
M	read
M	result
M	s
M	seek
M	size
M	sysutils
M	townerstream
M	tseekorigin
M	tstream
M	type
M	unit
M	uses
M	var
M	width
M	word
M	write
M	writeboundary
U	blowfish	strict
G	BFRounds	.	
G	EBlowFishError	.	
G	PBlowFishKey	.	
G	TBFBlock	.	
G	TBlowFish	.	
G	TBlowFishDeCryptStream	.	
G	TBlowFishEncryptStream	.	
G	TBlowFishKey	.	
G	TBlowFishStream	.	
M	a
M	a002b5c4
M	a01fbac9
M	a02369b9
M	a02f45
M	a04abfc
M	a057be
M	a0591340
M	a08839e1
M	a091cf0b
M	a0b
M	a0dd915
M	a0e286
M	a0e79
M	a1159a58
M	a121386
M	a124237
M	a140a
M	a1477
M	a14d43
M	a15486af
M	a16125
M	a17ff
M	a180e
M	a186f20f
M	a18dee
M	a19045
M	a19947
M	a1bbe6
M	a1d
M	a1d29c07
M	a1d4b
M	a1e2ce9b
M	a1e8aac7
M	a1ebddf8
M	a1f1651d
M	a1fad5f0
M	a2463
M	a267e96
M	a28514d9
M	a2ae0810
M	a2c86da
M	a2d519a
M	a2e
M	a2f9
M	a308d3
M	a32
M	a325381
M	a36631
M	a366eb4
M	a36f
M	a39ce37
M	a3a
M	a3aaabea
M	a3be4
M	a3d
M	a3e2ab3
M	a4
M	a4093822
M	a449f
M	a458fea3
M	a4751e41
M	a476341
M	a4842004
M	a4cb7e33
M	a5
M	a509
M	a51a0d2
M	a51e03aa
M	a532915
M	a53e479
M	a58
M	a584718
M	a59ff45
M	a5fc3c53
M	a60320a
M	a6078084
M	a62a4a56
M	a6327623
M	a65c451
M	a65cdea0
M	a67bc883
M	a6b1018
M	a6efa74
M	a6f6eab
M	a70683fa
M	a708
M	a73a3ae1
M	a75ebb5
M	a7df7d
M	a806b5
M	a80f00
M	a812dc60
M	a83531
M	a86248
M	a867bc
M	a86ee22
M	a87562e
M	a88f54c
M	a8b6e37e
M	a908749
M	a93a072a
M	a9446146
M	a969a7aa
M	a99a025
M	a99e
M	a99f8fa1
M	a9ba4650
M	a9c60
M	aa
M	aa0363cf
M	aa500737
M	aa55ab94
M	aaaf9b0
M	aab10b6
M	aace1e7c
M	ab2f
M	ab5133a3
M	ab82
M	ab93d1d
M	ab9802
M	aba3cbb
M	abb50
M	abbd60
M	abc27737
M	abca0a9a
M	abcc5167
M	abd388f0
M	abfce
M	ac
M	ac15bb4
M	ac24696
M	ac372e6
M	ac52d1b
M	ac6732c6
M	ac77d6
M	ac9526e8
M	acf08162
M	acf3d6
M	ad0552ab
M	ad19489d
M	ad6b472
M	ad6ea6b0
M	ada7
M	adde6
M	adf0
M	adf2b89b
M	ae04
M	ae0cf51a
M	ae1e7e49
M	ae4dd
M	ae5e581
M	ae88dd8
M	ae909198
M	aeb2661
M	aec
M	aec2771b
M	aee
M	aef7dad
M	af
M	af0176
M	af26013
M	af2fda
M	af3dda7
M	af4d6b6
M	af537d5d
M	af5ebd09
M	af664fd1
M	af674e
M	af84
M	af88c27
M	afa1c5
M	afc725e0
M	afcb56c
M	afd6ba33
M	akey
M	akeysize
M	and
M	array
M	b
M	b01e8a3e
M	b021fa1
M	b023d
M	b02d5d
M	b03ada37
M	b072
M	b0804187
M	b08601
M	b09e6ad
M	b0a7441
M	b0acfd
M	b1
M	b124e8b
M	b14a94a
M	b155fdf5
M	b161e6f8
M	b166
M	b174
M	b17f37d1
M	b1ddf84
M	b1eaf
M	b2040222
M	b227263
M	b2395e0
M	b240b62
M	b26eb1be
M	b27b0
M	b285
M	b2a20e
M	b2a42
M	b2eb
M	b2f3846e
M	b30952c
M	b33
M	b3472dca
M	b35e
M	b38bae12
M	b3916cf7
M	b39a460a
M	b3a8c1ad
M	b3e89a0
M	b3ee1411
M	b3ee593
M	b3f
M	b3f6d9b
M	b3ff
M	b429d65
M	b45770
M	b475f255
M	b48
M	b4a84fe0
M	b4bb9af
M	b4cc5c34
M	b510052
M	b52ec6f
